nr fid_n2000 X Y
 34181 123 55349 402387
 34182 123 55349 401887
 34183 123 55349 401387
 34184 123 55349 400887
 34185 123 55349 400387
 34186 123 55349 399887
 34187 123 55349 399387
 34188 123 55349 398887
 34189 123 55349 398387
 34190 123 55349 397887
 34191 123 55349 397387
 34192 123 55349 396887
 34193 123 55349 396387
 34194 123 55349 395887
 34195 123 55349 395387
 34196 123 55349 394887
 34197 123 55338 394429
 34198 123 55157 392250
 34199 169 55352 386176
 34200 169 55349 385887
 34201 169 55349 385387
 34202 169 55349 384887
 34203 169 55349 384387
 34204 169 55349 383887
 34205 169 55349 383387
 34206 169 55349 382887
 34207 169 55349 382387
 34208 169 55349 381887
 34209 169 55349 381387
 34210 169 55349 380887
 34211 169 55349 380387
 34212 169 55349 379887
 34213 169 55349 379387
 34214 169 55349 378887
 34215 169 55349 378387
 34216 169 55349 377887
 34217 169 55349 377387
 34218 169 55349 376887
 34219 169 55346 376387
 34220 169 55347 376093
 34221 190 55730 843573
 34222 190 55782 843137
 34223 190 55782 842637
 34224 190 55782 842137
 34225 190 55782 841637
 34226 190 55782 841137
 34227 190 55782 840637
 34228 190 55782 840137
 34229 190 55782 839637
 34230 190 55782 839137
 34231 190 55782 838637
 34232 190 55782 838137
 34233 190 55782 837637
 34234 190 55782 837137
 34235 190 55782 836637
 34236 190 55782 836137
 34237 190 55782 835637
 34238 190 55782 835137
 34239 190 55782 834637
 34240 190 55782 834137
 34241 190 55782 833637
 34242 190 55782 833137
 34243 190 55782 832637
 34244 190 55782 832137
 34245 190 55782 831637
 34246 190 55782 831137
 34247 190 55782 830637
 34248 190 55782 830137
 34249 190 55782 829637
 34250 190 55782 829137
 34251 190 55782 828637
 34252 190 55782 828137
 34253 190 55782 827637
 34254 190 55782 827137
 34255 190 55782 826637
 34256 190 55782 826137
 34257 190 55782 825637
 34258 190 55782 825137
 34259 190 55782 824637
 34260 190 55782 824137
 34261 190 55782 823637
 34262 190 55782 823137
 34263 190 55782 822637
 34264 190 55782 822137
 34265 190 55782 821637
 34266 190 55782 821137
 34267 190 55782 820637
 34268 190 55782 820137
 34269 190 55782 819637
 34270 190 55782 819137
 34271 190 55782 818637
 34272 190 55782 818137
 34273 190 55782 817637
 34274 190 55782 817137
 34275 190 55782 816637
 34276 190 55782 816137
 34277 190 55782 815637
 34278 190 55782 815137
 34279 190 55782 814637
 34280 190 55782 814137
 34281 190 55782 813637
 34282 190 55782 813137
 34283 190 55782 812637
 34284 190 55782 812137
 34285 190 55782 811637
 34286 190 55782 811137
 34287 190 55782 810637
 34288 190 55782 810137
 34289 190 55782 809637
 34290 190 55782 809137
 34291 190 55782 808637
 34292 190 55782 808137
 34293 190 55782 807637
 34294 190 55782 807137
 34295 190 55782 806637
 34296 190 55782 806137
 34297 190 55782 805637
 34298 190 55782 805137
 34299 190 55782 804637
 34300 190 55782 804137
 34301 190 55782 803637
 34302 190 55782 803137
 34303 190 55782 802637
 34304 190 55782 802137
 34305 190 55782 801637
 34306 190 55782 801137
 34307 190 55782 800637
 34308 190 55782 800137
 34309 190 55782 799637
 34310 190 55782 799137
 34311 190 55782 798637
 34312 190 55782 798137
 34313 190 55782 797637
 34314 190 55782 797137
 34315 190 55782 796637
 34316 190 55782 796137
 34317 190 55782 795637
 34318 190 55782 795137
 34319 190 55782 794637
 34320 190 55782 794137
 34321 190 55782 793637
 34322 190 55782 793137
 34323 190 55782 792637
 34324 190 55782 792137
 34325 190 55782 791637
 34326 190 55760 791156
 34327 190 55625 790773
 34328 162 55931 445939
 34329 162 55811 445607
 34330 162 55782 445137
 34331 162 55782 444637
 34332 162 55782 444137
 34333 162 55782 443637
 34334 162 55782 443137
 34335 162 55782 442637
 34336 162 55782 442137
 34337 162 55782 441637
 34338 162 55782 441137
 34339 162 55782 440637
 34340 162 55782 440137
 34341 162 55782 439637
 34342 162 55782 439137
 34343 162 55782 438637
 34344 162 55782 438137
 34345 162 55782 437637
 34346 162 55782 437137
 34347 162 55782 436637
 34348 162 55782 436137
 34349 162 55782 435637
 34350 162 55782 435137
 34351 162 55782 434637
 34352 162 55782 434137
 34353 162 55782 433637
 34354 162 55782 433137
 34355 162 55782 432637
 34356 162 55782 432137
 34357 162 55782 431637
 34358 162 55782 431137
 34359 162 55782 430637
 34360 162 55782 430137
 34361 162 55782 429637
 34362 47 55898 428943
 34363 162 55773 429151
 34364 46 55911 428391
 34365 47 55785 428632
 34366 162 55656 428856
 34367 46 55786 428126
 34368 47 55700 428359
 34369 46 55782 427637
 34370 46 55728 427161
 34371 46 55676 426852
 34372 65 55814 424600
 34373 65 55782 424137
 34374 65 55782 423637
 34375 65 55782 423137
 34376 65 55782 422637
 34377 65 55782 422137
 34378 65 55782 421637
 34379 65 55782 421137
 34380 65 55782 420637
 34381 65 55782 420137
 34382 65 55782 419637
 34383 65 55782 419137
 34384 65 55782 418637
 34385 65 55782 418137
 34386 65 55782 417637
 34387 65 55783 417204
 34388 123 55716 404571
 34389 123 55782 404137
 34390 123 55782 403637
 34391 123 55782 403137
 34392 123 55782 402637
 34393 123 55782 402137
 34394 123 55782 401637
 34395 123 55782 401137
 34396 123 55782 400637
 34397 123 55782 400137
 34398 123 55782 399637
 34399 123 55782 399137
 34400 123 55782 398637
 34401 123 55782 398137
 34402 123 55782 397637
 34403 123 55782 397137
 34404 123 55782 396637
 34405 123 55782 396137
 34406 123 55782 395637
 34407 123 55782 395137
 34408 123 55782 394637
 34409 123 55773 394347
 34410 169 55785 386070
 34411 169 55782 385637
 34412 169 55782 385137
 34413 169 55782 384637
 34414 169 55782 384137
 34415 169 55782 383637
 34416 169 55782 383137
 34417 169 55782 382637
 34418 169 55782 382137
 34419 169 55782 381637
 34420 169 55782 381137
 34421 169 55782 380637
 34422 169 55782 380137
 34423 169 55782 379637
 34424 169 55782 379137
 34425 169 55782 378637
 34426 169 55782 378137
 34427 169 55725 377641
 34428 169 55687 377180
 34429 169 55580 376643
 34430 169 55532 376170
 34431 190 56137 843288
 34432 190 56215 842887
 34433 190 56215 842387
 34434 190 56215 841887
 34435 190 56215 841387
 34436 190 56215 840887
 34437 190 56215 840387
 34438 190 56215 839887
 34439 190 56215 839387
 34440 190 56215 838887
 34441 190 56215 838387
 34442 190 56215 837887
 34443 190 56215 837387
 34444 190 56215 836887
 34445 190 56215 836387
 34446 190 56215 835887
 34447 190 56215 835387
 34448 190 56215 834887
 34449 190 56215 834387
 34450 190 56215 833887
 34451 190 56215 833387
 34452 190 56215 832887
 34453 190 56215 832387
 34454 190 56215 831887
 34455 190 56215 831387
 34456 190 56215 830887
 34457 190 56215 830387
 34458 190 56215 829887
 34459 190 56215 829387
 34460 190 56215 828887
 34461 190 56215 828387
 34462 190 56215 827887
 34463 190 56215 827387
 34464 190 56215 826887
 34465 190 56215 826387
 34466 190 56215 825887
 34467 190 56215 825387
 34468 190 56215 824887
 34469 190 56215 824387
 34470 190 56215 823887
 34471 190 56215 823387
 34472 190 56215 822887
 34473 190 56215 822387
 34474 190 56215 821887
 34475 190 56215 821387
 34476 190 56215 820887
 34477 190 56215 820387
 34478 190 56215 819887
 34479 190 56215 819387
 34480 190 56215 818887
 34481 190 56215 818387
 34482 190 56215 817887
 34483 190 56215 817387
 34484 190 56215 816887
 34485 190 56215 816387
 34486 190 56215 815887
 34487 190 56215 815387
 34488 190 56215 814887
 34489 190 56215 814387
 34490 190 56215 813887
 34491 190 56215 813387
 34492 190 56215 812887
 34493 190 56215 812387
 34494 190 56215 811887
 34495 190 56215 811387
 34496 190 56215 810887
 34497 190 56215 810387
 34498 190 56215 809887
 34499 190 56215 809387
 34500 190 56215 808887
 34501 190 56215 808387
 34502 190 56215 807887
 34503 190 56215 807387
 34504 190 56215 806887
 34505 190 56215 806387
 34506 190 56215 805887
 34507 190 56215 805387
 34508 190 56215 804887
 34509 190 56215 804387
 34510 190 56215 803887
 34511 190 56215 803387
 34512 190 56215 802887
 34513 190 56215 802387
 34514 190 56215 801887
 34515 190 56215 801387
 34516 190 56215 800887
 34517 190 56215 800387
 34518 190 56215 799887
 34519 190 56215 799387
 34520 190 56215 798887
 34521 190 56215 798387
 34522 190 56215 797887
 34523 190 56215 797387
 34524 190 56215 796887
 34525 190 56215 796387
 34526 190 56215 795887
 34527 190 56215 795387
 34528 190 56215 794887
 34529 190 56215 794387
 34530 190 56215 793887
 34531 190 56215 793387
 34532 190 56215 792887
 34533 190 56215 792387
 34534 190 56215 791887
 34535 190 56143 791457
 34536 162 56340 446265
 34537 162 56216 445885
 34538 162 56215 445387
 34539 162 56215 444887
 34540 162 56215 444387
 34541 162 56215 443887
 34542 162 56215 443387
 34543 162 56215 442887
 34544 162 56215 442387
 34545 162 56215 441887
 34546 162 56215 441387
 34547 162 56215 440887
 34548 162 56215 440387
 34549 162 56215 439887
 34550 162 56215 439387
 34551 162 56215 438887
 34552 162 56215 438387
 34553 162 56215 437887
 34554 162 56215 437387
 34555 162 56215 436887
 34556 162 56215 436387
 34557 162 56215 435887
 34558 162 56215 435387
 34559 162 56215 434887
 34560 162 56215 434387
 34561 162 56215 433887
 34562 162 56215 433387
 34563 162 56215 432887
 34564 162 56215 432387
 34565 162 56215 431887
 34566 162 56215 431387
 34567 162 56215 430887
 34568 162 56215 430387
 34569 162 56215 429887
 34570 162 56215 429387
 34571 47 56220 428870
 34572 162 56148 429102
 34573 46 56230 428315
 34574 47 56184 428536
 34575 46 56215 427887
 34576 46 56113 427496
 34577 65 56225 424779
 34578 65 56215 424387
 34579 65 56215 423887
 34580 65 56215 423387
 34581 65 56215 422887
 34582 65 56215 422387
 34583 65 56215 421887
 34584 65 56215 421387
 34585 65 56215 420887
 34586 65 56215 420387
 34587 65 56215 419887
 34588 65 56215 419387
 34589 65 56215 418887
 34590 65 56215 418387
 34591 65 56215 417887
 34592 65 56215 417387
 34593 65 56218 417090
 34594 123 56089 404272
 34595 123 56213 403884
 34596 123 56215 403387
 34597 123 56215 402887
 34598 123 56215 402387
 34599 123 56215 401887
 34600 123 56215 401387
 34601 123 56215 400887
 34602 123 56215 400387
 34603 123 56215 399887
 34604 123 56215 399387
 34605 123 56215 398887
 34606 123 56215 398387
 34607 123 56215 397887
 34608 123 56215 397387
 34609 123 56215 396887
 34610 123 56215 396387
 34611 123 56215 395887
 34612 123 56215 395387
 34613 123 56215 394887
 34614 123 56223 394442
 34615 169 56271 386310
 34616 169 56215 385887
 34617 169 56215 385387
 34618 169 56215 384887
 34619 169 56215 384387
 34620 169 56215 383887
 34621 169 56215 383387
 34622 169 56215 382887
 34623 169 56215 382387
 34624 169 56215 381887
 34625 169 56215 381387
 34626 169 56215 380887
 34627 169 56215 380387
 34628 169 56136 379939
 34629 169 56398 379981
 34630 169 56036 379384
 34631 169 56039 378880
 34632 169 56106 378373
 34633 169 56053 378058
 34634 190 56536 843007
 34635 190 56648 842637
 34636 190 56648 842137
 34637 190 56648 841637
 34638 190 56648 841137
 34639 190 56648 840637
 34640 190 56648 840137
 34641 190 56648 839637
 34642 190 56648 839137
 34643 190 56648 838637
 34644 190 56648 838137
 34645 190 56648 837637
 34646 190 56648 837137
 34647 190 56648 836637
 34648 190 56648 836137
 34649 190 56648 835637
 34650 190 56648 835137
 34651 190 56648 834637
 34652 190 56648 834137
 34653 190 56648 833637
 34654 190 56648 833137
 34655 190 56648 832637
 34656 190 56648 832137
 34657 190 56648 831637
 34658 190 56648 831137
 34659 190 56648 830637
 34660 190 56648 830137
 34661 190 56648 829637
 34662 190 56648 829137
 34663 190 56648 828637
 34664 190 56648 828137
 34665 190 56648 827637
 34666 190 56648 827137
 34667 190 56648 826637
 34668 190 56648 826137
 34669 190 56648 825637
 34670 190 56648 825137
 34671 190 56648 824637
 34672 190 56648 824137
 34673 190 56648 823637
 34674 190 56648 823137
 34675 190 56648 822637
 34676 190 56648 822137
 34677 190 56648 821637
 34678 190 56648 821137
 34679 190 56648 820637
 34680 190 56648 820137
 34681 190 56648 819637
 34682 190 56648 819137
 34683 190 56648 818637
 34684 190 56648 818137
 34685 190 56648 817637
 34686 190 56648 817137
 34687 190 56648 816637
 34688 190 56648 816137
 34689 190 56648 815637
 34690 190 56648 815137
 34691 190 56648 814637
 34692 190 56648 814137
 34693 190 56648 813637
 34694 190 56648 813137
 34695 190 56648 812637
 34696 190 56648 812137
 34697 190 56648 811637
 34698 190 56648 811137
 34699 190 56648 810637
 34700 190 56648 810137
 34701 190 56648 809637
 34702 190 56648 809137
 34703 190 56648 808637
 34704 190 56648 808137
 34705 190 56648 807637
 34706 190 56648 807137
 34707 190 56648 806637
 34708 190 56648 806137
 34709 190 56648 805637
 34710 190 56648 805137
 34711 190 56648 804637
 34712 190 56648 804137
 34713 190 56648 803637
 34714 190 56648 803137
 34715 190 56648 802637
 34716 190 56648 802137
 34717 190 56648 801637
 34718 190 56648 801137
 34719 190 56648 800637
 34720 190 56648 800137
 34721 190 56648 799637
 34722 190 56648 799137
 34723 190 56648 798637
 34724 190 56648 798137
 34725 190 56648 797637
 34726 190 56648 797137
 34727 190 56648 796637
 34728 190 56648 796137
 34729 190 56648 795637
 34730 190 56648 795137
 34731 190 56648 794637
 34732 190 56648 794137
 34733 190 56648 793637
 34734 190 56648 793137
 34735 190 56648 792637
 34736 190 56639 792146
 34737 190 56508 791757
 34738 162 56720 446548
 34739 162 56648 446137
 34740 162 56648 445637
 34741 162 56648 445137
 34742 162 56648 444637
 34743 162 56648 444137
 34744 162 56648 443637
 34745 162 56648 443137
 34746 162 56648 442637
 34747 162 56648 442137
 34748 162 56648 441637
 34749 162 56648 441137
 34750 162 56648 440637
 34751 162 56648 440137
 34752 162 56648 439637
 34753 162 56648 439137
 34754 162 56648 438637
 34755 162 56648 438137
 34756 162 56648 437637
 34757 162 56648 437137
 34758 162 56648 436637
 34759 162 56648 436137
 34760 162 56648 435637
 34761 162 56648 435137
 34762 162 56648 434637
 34763 162 56648 434137
 34764 162 56648 433637
 34765 162 56648 433137
 34766 162 56648 432637
 34767 162 56648 432137
 34768 162 56648 431637
 34769 162 56648 431137
 34770 162 56648 430637
 34771 162 56648 430137
 34772 162 56648 429637
 34773 47 56667 429070
 34774 162 56604 429287
 34775 46 56669 428468
 34776 47 56641 428695
 34777 46 56648 428137
 34778 46 56622 427782
 34779 65 56646 424629
 34780 65 56648 424137
 34781 65 56648 423637
 34782 65 56648 423137
 34783 65 56648 422637
 34784 65 56648 422137
 34785 65 56648 421637
 34786 65 56648 421137
 34787 65 56648 420637
 34788 65 56648 420137
 34789 65 56648 419637
 34790 65 56648 419137
 34791 65 56648 418637
 34792 65 56648 418137
 34793 65 56648 417637
 34794 65 56650 417194
 34795 123 56675 405414
 34796 123 56742 405142
 34797 123 56779 404867
 34798 123 56778 404599
 34799 123 56751 404214
 34800 123 56731 403975
 34801 123 56518 403939
 34802 123 56643 403624
 34803 123 56748 403864
 34804 123 56648 403137
 34805 123 56648 402637
 34806 123 56648 402137
 34807 123 56648 401637
 34808 123 56648 401137
 34809 123 56648 400637
 34810 123 56648 400137
 34811 123 56648 399637
 34812 123 56648 399137
 34813 123 56648 398637
 34814 123 56648 398137
 34815 123 56648 397637
 34816 123 56648 397137
 34817 123 56648 396637
 34818 123 56648 396137
 34819 123 56648 395637
 34820 123 56648 395137
 34821 123 56648 394637
 34822 123 56693 394244
 34823 169 56687 386585
 34824 169 56648 386137
 34825 169 56648 385637
 34826 169 56648 385137
 34827 169 56648 384637
 34828 169 56648 384137
 34829 169 56648 383637
 34830 169 56648 383137
 34831 169 56648 382637
 34832 169 56648 382137
 34833 169 56648 381637
 34834 169 56648 381137
 34835 169 56618 380675
 34836 169 56767 380478
 34837 169 56461 380257
 34838 169 56660 380190
 34839 190 56941 842715
 34840 190 57070 842373
 34841 190 57081 841887
 34842 190 57081 841387
 34843 190 57081 840887
 34844 190 57081 840387
 34845 190 57081 839887
 34846 190 57081 839387
 34847 190 57081 838887
 34848 190 57081 838387
 34849 190 57081 837887
 34850 190 57081 837387
 34851 190 57081 836887
 34852 190 57081 836387
 34853 190 57081 835887
 34854 190 57081 835387
 34855 190 57081 834887
 34856 190 57081 834387
 34857 190 57081 833887
 34858 190 57081 833387
 34859 190 57081 832887
 34860 190 57081 832387
 34861 190 57081 831887
 34862 190 57081 831387
 34863 190 57081 830887
 34864 190 57081 830387
 34865 190 57081 829887
 34866 190 57081 829387
 34867 190 57081 828887
 34868 190 57081 828387
 34869 190 57081 827887
 34870 190 57081 827387
 34871 190 57081 826887
 34872 190 57081 826387
 34873 190 57081 825887
 34874 190 57081 825387
 34875 190 57081 824887
 34876 190 57081 824387
 34877 190 57081 823887
 34878 190 57081 823387
 34879 190 57081 822887
 34880 190 57081 822387
 34881 190 57081 821887
 34882 190 57081 821387
 34883 190 57081 820887
 34884 190 57081 820387
 34885 190 57081 819887
 34886 190 57081 819387
 34887 190 57081 818887
 34888 190 57081 818387
 34889 190 57081 817887
 34890 190 57081 817387
 34891 190 57081 816887
 34892 190 57081 816387
 34893 190 57081 815887
 34894 190 57081 815387
 34895 190 57081 814887
 34896 190 57081 814387
 34897 190 57081 813887
 34898 190 57081 813387
 34899 190 57081 812887
 34900 190 57081 812387
 34901 190 57081 811887
 34902 190 57081 811387
 34903 190 57081 810887
 34904 190 57081 810387
 34905 190 57081 809887
 34906 190 57081 809387
 34907 190 57081 808887
 34908 190 57081 808387
 34909 190 57081 807887
 34910 190 57081 807387
 34911 190 57081 806887
 34912 190 57081 806387
 34913 190 57081 805887
 34914 190 57081 805387
 34915 190 57081 804887
 34916 190 57081 804387
 34917 190 57081 803887
 34918 190 57081 803387
 34919 190 57081 802887
 34920 190 57081 802387
 34921 190 57081 801887
 34922 190 57081 801387
 34923 190 57081 800887
 34924 190 57081 800387
 34925 190 57081 799887
 34926 190 57081 799387
 34927 190 57081 798887
 34928 190 57081 798387
 34929 190 57081 797887
 34930 190 57081 797387
 34931 190 57081 796887
 34932 190 57081 796387
 34933 190 57081 795887
 34934 190 57081 795387
 34935 190 57081 794887
 34936 190 57081 794387
 34937 190 57081 793887
 34938 190 57081 793387
 34939 190 57081 792887
 34940 190 57023 792440
 34941 162 57126 446828
 34942 162 57081 446387
 34943 162 57081 445887
 34944 162 57081 445387
 34945 162 57081 444887
 34946 162 57081 444387
 34947 162 57081 443887
 34948 162 57069 443393
 34949 162 56985 442915
 34950 162 56926 442401
 34951 162 56931 441868
 34952 162 56998 441359
 34953 162 57069 440883
 34954 162 57081 440387
 34955 162 57081 439887
 34956 162 57081 439387
 34957 162 57081 438887
 34958 162 57081 438387
 34959 162 57081 437887
 34960 162 57081 437387
 34961 162 57081 436887
 34962 162 57081 436387
 34963 162 57081 435887
 34964 162 57081 435387
 34965 162 57081 434887
 34966 162 57081 434387
 34967 162 57081 433887
 34968 162 57081 433387
 34969 162 57081 432887
 34970 162 57081 432387
 34971 162 57081 431887
 34972 162 57081 431387
 34973 162 57081 430887
 34974 162 57081 430387
 34975 162 57081 429887
 34976 47 57121 429262
 34977 162 57053 429475
 34978 47 57081 428887
 34979 46 57082 428368
 34980 47 57072 428609
 34981 46 57017 427988
 34982 65 57020 424727
 34983 65 57081 424387
 34984 65 57081 423887
 34985 65 57081 423387
 34986 65 57081 422887
 34987 65 57081 422387
 34988 65 57081 421887
 34989 65 57081 421387
 34990 65 57081 420887
 34991 65 57081 420387
 34992 65 57081 419887
 34993 65 57081 419387
 34994 65 57081 418887
 34995 65 57081 418387
 34996 65 57081 417887
 34997 65 57081 417387
 34998 65 57095 417073
 34999 65 57304 416318
 35000 65 57250 415859
 35001 65 57236 415595
 35002 123 56835 404904
 35003 123 56879 404779
 35004 123 57089 404260
 35005 123 57206 404144
 35006 123 57084 403967
 35007 123 56957 404131
 35008 123 57085 403734
 35009 123 57081 403387
 35010 123 57081 402887
 35011 123 57081 402387
 35012 123 57081 401887
 35013 123 57081 401387
 35014 123 57081 400887
 35015 123 57081 400387
 35016 123 57081 399887
 35017 123 57081 399387
 35018 123 57081 398887
 35019 123 57081 398387
 35020 123 57081 397887
 35021 123 57081 397387
 35022 123 57081 396887
 35023 123 57081 396387
 35024 123 57081 395887
 35025 123 57081 395387
 35026 123 57081 394887
 35027 123 57081 394387
 35028 123 57138 394031
 35029 169 56970 386760
 35030 169 57081 386387
 35031 169 57081 385887
 35032 169 57081 385387
 35033 169 57081 384887
 35034 169 57081 384387
 35035 169 57081 383887
 35036 169 57081 383387
 35037 169 57081 382887
 35038 169 57081 382387
 35039 169 57081 381887
 35040 169 57081 381387
 35041 169 57081 380887
 35042 169 56996 380373
 35043 169 57100 380622
 35044 190 57370 842397
 35045 190 57479 842097
 35046 190 57514 841637
 35047 190 57514 841137
 35048 190 57514 840637
 35049 190 57514 840137
 35050 190 57514 839637
 35051 190 57514 839137
 35052 190 57514 838637
 35053 190 57514 838137
 35054 190 57514 837637
 35055 190 57514 837137
 35056 190 57514 836637
 35057 190 57514 836137
 35058 190 57514 835637
 35059 190 57514 835137
 35060 190 57514 834637
 35061 190 57514 834137
 35062 190 57514 833637
 35063 190 57514 833137
 35064 190 57514 832637
 35065 190 57514 832137
 35066 190 57514 831637
 35067 190 57514 831137
 35068 190 57514 830637
 35069 190 57514 830137
 35070 190 57514 829637
 35071 190 57514 829137
 35072 190 57514 828637
 35073 190 57514 828137
 35074 190 57514 827637
 35075 190 57514 827137
 35076 190 57514 826637
 35077 190 57514 826137
 35078 190 57514 825637
 35079 190 57514 825137
 35080 190 57514 824637
 35081 190 57514 824137
 35082 190 57514 823637
 35083 190 57514 823137
 35084 190 57514 822637
 35085 190 57514 822137
 35086 190 57514 821637
 35087 190 57514 821137
 35088 190 57514 820637
 35089 190 57514 820137
 35090 190 57514 819637
 35091 190 57514 819137
 35092 190 57514 818637
 35093 190 57514 818137
 35094 190 57514 817637
 35095 190 57514 817137
 35096 190 57514 816637
 35097 190 57514 816137
 35098 190 57514 815637
 35099 190 57514 815137
 35100 190 57514 814637
 35101 190 57514 814137
 35102 190 57514 813637
 35103 190 57514 813137
 35104 190 57514 812637
 35105 190 57514 812137
 35106 190 57514 811637
 35107 190 57514 811137
 35108 190 57514 810637
 35109 190 57514 810137
 35110 190 57514 809637
 35111 190 57514 809137
 35112 190 57514 808637
 35113 190 57514 808137
 35114 190 57514 807637
 35115 190 57514 807137
 35116 190 57514 806637
 35117 190 57514 806137
 35118 190 57514 805637
 35119 190 57514 805137
 35120 190 57514 804637
 35121 190 57514 804137
 35122 190 57514 803637
 35123 190 57514 803137
 35124 190 57514 802637
 35125 190 57514 802137
 35126 190 57514 801637
 35127 190 57514 801137
 35128 190 57514 800637
 35129 190 57514 800137
 35130 190 57514 799637
 35131 190 57514 799137
 35132 190 57514 798637
 35133 190 57514 798137
 35134 190 57514 797637
 35135 190 57514 797137
 35136 190 57514 796637
 35137 190 57514 796137
 35138 190 57514 795637
 35139 190 57514 795137
 35140 190 57514 794637
 35141 190 57514 794137
 35142 190 57514 793637
 35143 190 57513 793138
 35144 190 57395 792744
 35145 162 57532 447081
 35146 162 57514 446637
 35147 162 57514 446137
 35148 162 57514 445637
 35149 162 57514 445137
 35150 162 57514 444637
 35151 162 57514 444137
 35152 162 57412 443709
 35153 162 57351 440574
 35154 162 57437 440110
 35155 162 57506 439635
 35156 162 57514 439137
 35157 162 57514 438637
 35158 162 57514 438137
 35159 162 57514 437637
 35160 162 57514 437137
 35161 162 57514 436637
 35162 162 57514 436137
 35163 162 57514 435637
 35164 162 57514 435137
 35165 162 57514 434637
 35166 162 57514 434137
 35167 162 57514 433637
 35168 162 57514 433137
 35169 162 57514 432637
 35170 162 57514 432137
 35171 162 57514 431637
 35172 162 57514 431137
 35173 162 57514 430637
 35174 162 57514 430137
 35175 47 57562 429445
 35176 162 57505 429671
 35177 47 57514 429137
 35178 46 57511 428493
 35179 47 57516 428717
 35180 46 57489 428268
 35181 65 57262 424579
 35182 65 57528 424471
 35183 65 57514 424137
 35184 65 57514 423637
 35185 65 57514 423137
 35186 65 57514 422637
 35187 65 57514 422137
 35188 65 57514 421637
 35189 65 57514 421137
 35190 65 57514 420637
 35191 65 57514 420137
 35192 65 57514 419637
 35193 65 57514 419137
 35194 65 57514 418637
 35195 65 57514 418137
 35196 65 57514 417637
 35197 65 57518 417145
 35198 65 57564 416617
 35199 65 57514 416137
 35200 65 57516 415640
 35201 65 57624 415271
 35202 123 57575 404431
 35203 123 57474 404012
 35204 123 57551 404242
 35205 123 57515 403615
 35206 123 57505 403871
 35207 123 57514 403137
 35208 123 57514 402637
 35209 123 57514 402137
 35210 123 57514 401637
 35211 123 57514 401137
 35212 123 57514 400637
 35213 123 57511 400137
 35214 123 57514 399637
 35215 123 57514 399137
 35216 123 57514 398637
 35217 123 57514 398137
 35218 123 57514 397637
 35219 123 57514 397137
 35220 123 57514 396637
 35221 123 57514 396137
 35222 123 57514 395637
 35223 123 57514 395137
 35224 123 57514 394637
 35225 123 57514 394137
 35226 123 57580 393836
 35227 169 57338 386504
 35228 169 57436 386095
 35229 169 57514 385637
 35230 169 57514 385137
 35231 169 57514 384637
 35232 169 57514 384137
 35233 169 57514 383637
 35234 169 57514 383137
 35235 169 57514 382637
 35236 169 57514 382137
 35237 169 57514 381637
 35238 169 57514 381137
 35239 169 57520 380718
 35240 161 57606 373111
 35241 190 57888 841812
 35242 190 57947 841387
 35243 190 57947 840887
 35244 190 57947 840387
 35245 190 57947 839887
 35246 190 57947 839387
 35247 190 57947 838887
 35248 190 57947 838387
 35249 190 57947 837887
 35250 190 57947 837387
 35251 190 57947 836887
 35252 190 57947 836387
 35253 190 57947 835887
 35254 190 57947 835387
 35255 190 57947 834887
 35256 190 57947 834387
 35257 190 57947 833887
 35258 190 57947 833387
 35259 190 57947 832887
 35260 190 57947 832387
 35261 190 57947 831887
 35262 190 57947 831387
 35263 190 57947 830887
 35264 190 57947 830387
 35265 190 57947 829887
 35266 190 57947 829387
 35267 190 57947 828887
 35268 190 57947 828387
 35269 190 57947 827887
 35270 190 57947 827387
 35271 190 57947 826887
 35272 190 57947 826387
 35273 190 57947 825887
 35274 190 57947 825387
 35275 190 57947 824887
 35276 190 57947 824387
 35277 190 57947 823887
 35278 190 57947 823387
 35279 190 57947 822887
 35280 190 57947 822387
 35281 190 57947 821887
 35282 190 57947 821387
 35283 190 57947 820887
 35284 190 57947 820387
 35285 190 57947 819887
 35286 190 57947 819387
 35287 190 57947 818887
 35288 190 57947 818387
 35289 190 57947 817887
 35290 190 57947 817387
 35291 190 57947 816887
 35292 190 57947 816387
 35293 190 57947 815887
 35294 190 57947 815387
 35295 190 57947 814887
 35296 190 57947 814387
 35297 190 57947 813887
 35298 190 57947 813387
 35299 190 57947 812887
 35300 190 57947 812387
 35301 190 57947 811887
 35302 190 57947 811387
 35303 190 57947 810887
 35304 190 57947 810387
 35305 190 57947 809887
 35306 190 57947 809387
 35307 190 57947 808887
 35308 190 57947 808387
 35309 190 57947 807887
 35310 190 57947 807387
 35311 190 57947 806887
 35312 190 57947 806387
 35313 190 57947 805887
 35314 190 57947 805387
 35315 190 57947 804887
 35316 190 57947 804387
 35317 190 57947 803887
 35318 190 57947 803387
 35319 190 57947 802887
 35320 190 57947 802387
 35321 190 57947 801887
 35322 190 57947 801387
 35323 190 57947 800887
 35324 190 57947 800387
 35325 190 57947 799887
 35326 190 57947 799387
 35327 190 57947 798887
 35328 190 57947 798387
 35329 190 57947 797887
 35330 190 57947 797387
 35331 190 57947 796887
 35332 190 57947 796387
 35333 190 57947 795887
 35334 190 57947 795387
 35335 190 57947 794887
 35336 190 57947 794387
 35337 190 57947 793887
 35338 190 57904 793425
 35339 190 57790 793083
 35340 162 57842 447166
 35341 162 57946 446885
 35342 162 57947 446387
 35343 162 57947 445887
 35344 162 57947 445387
 35345 162 57947 444887
