nr fid_n2000 X Y
 49971 119 102980 519887
 49972 119 102980 519387
 49973 119 102980 518887
 49974 119 102982 518439
 49975 118 103234 515868
 49976 118 103186 515472
 49977 118 103062 514178
 49978 118 103070 513875
 49979 118 103037 513378
 49980 118 103005 512883
 49981 118 102986 512386
 49982 118 102980 511887
 49983 118 102980 511387
 49984 118 102980 510887
 49985 118 102980 510387
 49986 118 102980 509887
 49987 118 102980 509387
 49988 118 102980 508887
 49989 118 102980 508387
 49990 118 102980 507887
 49991 118 102980 507387
 49992 118 102980 506887
 49993 118 102980 506387
 49994 118 102980 505887
 49995 118 102980 505387
 49996 118 102980 504887
 49997 118 102980 504387
 49998 118 102980 503887
 49999 118 102980 503387
 50000 118 102980 502887
 50001 118 102957 502391
 50002 118 103004 502047
 50003 82 102914 496278
 50004 82 102951 495969
 50005 82 103067 495640
 50006 82 102982 495383
 50007 82 102980 494887
 50008 82 102974 494389
 50009 82 103257 494369
 50010 82 103243 494343
 50011 82 102970 493898
 50012 82 102839 493548
 50013 82 103017 492250
 50014 82 102923 491922
 50015 82 102863 491513
 50016 17 103123 433290
 50017 17 103040 432850
 50018 17 103085 432465
 50019 14 103182 416271
 50020 14 102963 416147
 50021 14 102996 415848
 50022 14 103252 415904
 50023 14 103045 415401
 50024 14 103114 414933
 50025 70 102885 414817
 50026 14 103215 414447
 50027 70 102958 414378
 50028 70 102939 413984
 50029 192 103553 664403
 50030 192 103435 664107
 50031 192 103413 663637
 50032 192 103413 663137
 50033 192 103413 662637
 50034 192 103413 662137
 50035 192 103413 661637
 50036 192 103413 661137
 50037 192 103413 660637
 50038 192 103413 660137
 50039 192 103413 659637
 50040 192 103413 659137
 50041 192 103413 658637
 50042 192 103413 658137
 50043 192 103413 657637
 50044 192 103413 657137
 50045 192 103413 656637
 50046 192 103413 656137
 50047 192 103413 655637
 50048 192 103413 655137
 50049 192 103413 654637
 50050 192 103413 654137
 50051 192 103413 653637
 50052 192 103413 653137
 50053 192 103413 652637
 50054 192 103413 652137
 50055 192 103413 651637
 50056 192 103413 651137
 50057 192 103413 650637
 50058 192 103413 650137
 50059 192 103413 649637
 50060 192 103413 649137
 50061 192 103413 648637
 50062 192 103413 648137
 50063 192 103413 647637
 50064 192 103413 647137
 50065 192 103413 646637
 50066 192 103413 646137
 50067 192 103413 645637
 50068 192 103413 645137
 50069 192 103413 644637
 50070 192 103413 644137
 50071 192 103413 643637
 50072 192 103413 643137
 50073 192 103413 642637
 50074 192 103413 642137
 50075 192 103413 641637
 50076 192 103413 641137
 50077 192 103413 640637
 50078 192 103413 640137
 50079 192 103413 639637
 50080 192 103413 639137
 50081 192 103413 638637
 50082 192 103413 638137
 50083 192 103413 637637
 50084 192 103413 637137
 50085 192 103413 636637
 50086 192 103413 636137
 50087 192 103413 635637
 50088 192 103413 635137
 50089 192 103413 634637
 50090 192 103413 634137
 50091 192 103413 633637
 50092 192 103413 633137
 50093 192 103413 632637
 50094 192 103413 632137
 50095 192 103413 631637
 50096 192 103413 631137
 50097 192 103413 630637
 50098 192 103413 630137
 50099 192 103413 629637
 50100 192 103413 629137
 50101 192 103413 628637
 50102 192 103413 628137
 50103 192 103413 627637
 50104 192 103413 627137
 50105 192 103413 626637
 50106 192 103413 626137
 50107 192 103413 625637
 50108 192 103413 625137
 50109 192 103413 624637
 50110 192 103413 624137
 50111 192 103413 623637
 50112 192 103413 623137
 50113 192 103413 622637
 50114 192 103413 622137
 50115 192 103364 621711
 50116 119 103668 567107
 50117 119 103575 566587
 50118 119 103506 566115
 50119 119 103446 565627
 50120 119 103413 565137
 50121 119 103413 564637
 50122 119 103413 564137
 50123 119 103413 563637
 50124 119 103413 563137
 50125 119 103413 562637
 50126 119 103413 562137
 50127 119 103413 561637
 50128 119 103413 561137
 50129 119 103413 560637
 50130 119 103413 560137
 50131 119 103413 559637
 50132 119 103413 559137
 50133 119 103413 558637
 50134 119 103413 558137
 50135 119 103413 557637
 50136 119 103413 557137
 50137 119 103413 556637
 50138 119 103413 556137
 50139 119 103413 555637
 50140 119 103413 555137
 50141 119 103413 554637
 50142 119 103413 554137
 50143 119 103413 553637
 50144 119 103413 553137
 50145 119 103413 552637
 50146 119 103413 552137
 50147 119 103413 551637
 50148 119 103413 551137
 50149 119 103413 550637
 50150 119 103413 550137
 50151 119 103413 549637
 50152 119 103413 549137
 50153 119 103413 548637
 50154 119 103413 548137
 50155 119 103413 547637
 50156 119 103413 547137
 50157 119 103413 546637
 50158 119 103413 546137
 50159 119 103413 545637
 50160 119 103413 545137
 50161 119 103413 544637
 50162 119 103413 544137
 50163 119 103413 543637
 50164 119 103413 543137
 50165 119 103413 542637
 50166 119 103413 542137
 50167 119 103413 541637
 50168 119 103413 541137
 50169 119 103413 540637
 50170 119 103413 540137
 50171 119 103413 539637
 50172 119 103413 539137
 50173 119 103413 538637
 50174 119 103413 538137
 50175 119 103413 537637
 50176 119 103413 537137
 50177 119 103413 536637
 50178 119 103413 536137
 50179 119 103413 535637
 50180 119 103413 535137
 50181 119 103413 534637
 50182 119 103413 534137
 50183 119 103413 533637
 50184 119 103413 533137
 50185 119 103413 532637
 50186 119 103413 532137
 50187 119 103413 531637
 50188 119 103413 531137
 50189 119 103413 530637
 50190 119 103413 530137
 50191 119 103413 529637
 50192 119 103413 529137
 50193 119 103413 528637
 50194 119 103413 528137
 50195 119 103413 527637
 50196 119 103413 527137
 50197 119 103413 526637
 50198 119 103413 526137
 50199 119 103413 525637
 50200 119 103413 525137
 50201 119 103413 524637
 50202 119 103413 524137
 50203 119 103413 523637
 50204 119 103413 523137
 50205 119 103413 522637
 50206 119 103413 522137
 50207 119 103413 521637
 50208 119 103413 521137
 50209 119 103409 520637
 50210 119 103383 520142
 50211 119 103358 519647
 50212 118 103625 519050
 50213 119 103322 519149
 50214 118 103599 518615
 50215 119 103309 518642
 50216 118 103572 518121
 50217 119 103306 518319
 50218 118 103540 517619
 50219 118 103494 517126
 50220 118 103470 516632
 50221 118 103447 516132
 50222 118 103419 515639
 50223 118 103285 515381
 50224 118 103418 515355
 50225 118 103516 515322
 50226 118 103626 514511
 50227 118 103426 514085
 50228 118 103413 513637
 50229 118 103413 513137
 50230 118 103413 512637
 50231 118 103413 512137
 50232 118 103413 511637
 50233 118 103413 511137
 50234 118 103413 510637
 50235 118 103413 510137
 50236 118 103413 509637
 50237 118 103390 509158
 50238 118 103243 508615
 50239 118 103360 508876
 50240 118 103530 508397
 50241 118 103413 508137
 50242 118 103413 507637
 50243 118 103413 507137
 50244 118 103413 506637
 50245 118 103413 506137
 50246 118 103413 505637
 50247 118 103413 505137
 50248 118 103413 504637
 50249 118 103413 504137
 50250 118 103413 503637
 50251 118 103406 503153
 50252 118 103264 502724
 50253 118 103387 502005
 50254 118 103565 501788
 50255 82 103338 496092
 50256 82 103241 495524
 50257 82 103382 495873
 50258 82 103334 495121
 50259 82 103311 494691
 50260 82 103332 494393
 50261 82 103285 494387
 50262 82 103275 494167
 50263 82 103513 494232
 50264 82 103163 492186
 50265 82 103230 491975
 50266 82 103263 491853
 50267 17 103554 433520
 50268 17 103279 433479
 50269 17 103411 433126
 50270 17 103412 432637
 50271 17 103452 432269
 50272 14 103495 416431
 50273 14 103421 416137
 50274 14 103222 415564
 50275 14 103490 415668
 50276 14 103324 415100
 50277 14 103583 415196
 50278 14 103403 414633
 50279 14 103466 414231
 50280 70 103211 414117
 50281 192 103978 664680
 50282 192 103857 664371
 50283 192 103846 663887
 50284 192 103846 663387
 50285 192 103846 662887
 50286 192 103846 662387
 50287 192 103846 661887
 50288 192 103846 661387
 50289 192 103846 660887
 50290 192 103846 660387
 50291 192 103846 659887
 50292 192 103846 659387
 50293 192 103846 658887
 50294 192 103846 658387
 50295 192 103846 657887
 50296 192 103846 657387
 50297 192 103846 656887
 50298 192 103846 656387
 50299 192 103846 655887
 50300 192 103846 655387
 50301 192 103846 654887
 50302 192 103846 654387
 50303 192 103846 653887
 50304 192 103846 653387
 50305 192 103846 652887
 50306 192 103846 652387
 50307 192 103846 651887
 50308 192 103846 651387
 50309 192 103846 650887
 50310 192 103846 650387
 50311 192 103846 649887
 50312 192 103846 649387
 50313 192 103846 648887
 50314 192 103846 648387
 50315 192 103846 647887
 50316 192 103846 647387
 50317 192 103846 646887
 50318 192 103846 646387
 50319 192 103846 645887
 50320 192 103846 645387
 50321 192 103846 644887
 50322 192 103846 644387
 50323 192 103846 643887
 50324 192 103846 643387
 50325 192 103846 642887
 50326 192 103846 642387
 50327 192 103846 641887
 50328 192 103846 641387
 50329 192 103846 640887
 50330 192 103846 640387
 50331 192 103846 639887
 50332 192 103846 639387
 50333 192 103846 638887
 50334 192 103846 638387
 50335 192 103846 637887
 50336 192 103846 637387
 50337 192 103846 636887
 50338 192 103846 636387
 50339 192 103846 635887
 50340 192 103846 635387
 50341 192 103846 634887
 50342 192 103846 634387
 50343 192 103846 633887
 50344 192 103846 633387
 50345 192 103846 632887
 50346 192 103846 632387
 50347 192 103846 631887
 50348 192 103846 631387
 50349 192 103846 630887
 50350 192 103846 630387
 50351 192 103846 629887
 50352 192 103846 629387
 50353 192 103846 628887
 50354 192 103846 628387
 50355 192 103846 627887
 50356 192 103846 627387
 50357 192 103846 626887
 50358 192 103846 626387
 50359 192 103846 625887
 50360 192 103846 625387
 50361 192 103846 624887
 50362 192 103846 624387
 50363 192 103846 623887
 50364 192 103846 623387
 50365 192 103846 622887
 50366 192 103846 622387
 50367 192 103788 621976
 50368 119 104068 568319
 50369 119 103980 567844
 50370 119 103903 567368
 50371 119 103849 566886
 50372 119 103846 566387
 50373 119 103846 565887
 50374 119 103846 565387
 50375 119 103846 564887
 50376 119 103846 564387
 50377 119 103846 563887
 50378 119 103846 563387
 50379 119 103846 562887
 50380 119 103846 562387
 50381 119 103846 561887
 50382 119 103846 561387
 50383 119 103846 560887
 50384 119 103846 560387
 50385 119 103846 559887
 50386 119 103846 559387
 50387 119 103846 558887
 50388 119 103846 558387
 50389 119 103846 557887
 50390 119 103846 557387
 50391 119 103846 556887
 50392 119 103846 556387
 50393 119 103846 555887
 50394 119 103846 555387
 50395 119 103846 554887
 50396 119 103846 554387
 50397 119 103846 553887
 50398 119 103846 553387
 50399 119 103846 552887
 50400 119 103846 552387
 50401 119 103846 551887
 50402 119 103846 551387
 50403 119 103846 550887
 50404 119 103846 550387
 50405 119 103846 549887
 50406 119 103846 549387
 50407 119 103846 548887
 50408 119 103846 548387
 50409 119 103846 547887
 50410 119 103846 547387
 50411 119 103846 546887
 50412 119 103846 546387
 50413 119 103846 545887
 50414 119 103846 545387
 50415 119 103846 544887
 50416 119 103846 544387
 50417 119 103846 543887
 50418 119 103846 543387
 50419 119 103846 542887
 50420 119 103846 542387
 50421 119 103846 541887
 50422 119 103846 541387
 50423 119 103846 540887
 50424 119 103846 540387
 50425 119 103846 539887
 50426 119 103846 539387
 50427 119 103846 538887
 50428 119 103846 538387
 50429 119 103846 537887
 50430 119 103846 537387
 50431 119 103846 536887
 50432 119 103846 536387
 50433 119 103846 535887
 50434 119 103846 535387
 50435 119 103846 534887
 50436 119 103846 534387
 50437 119 103846 533887
 50438 119 103846 533387
 50439 119 103846 532887
 50440 119 103846 532387
 50441 119 103846 531887
 50442 119 103846 531387
 50443 119 103846 530887
 50444 119 103846 530387
 50445 119 103846 529887
 50446 119 103846 529387
 50447 119 103846 528887
 50448 119 103846 528387
 50449 119 103846 527887
 50450 119 103846 527387
 50451 119 103846 526887
 50452 119 103846 526387
 50453 119 103846 525887
 50454 119 103846 525387
 50455 119 103846 524887
 50456 119 103846 524387
 50457 119 103846 523887
 50458 119 103840 523388
 50459 119 103811 522889
 50460 138 104098 522876
 50461 119 103802 522392
 50462 138 104081 522376
 50463 119 103771 521894
 50464 138 104044 521856
 50465 118 103962 521173
 50466 119 103721 521415
 50467 138 104000 521383
 50468 118 103965 520871
 50469 119 103672 520918
 50470 118 103920 520376
 50471 119 103607 520408
 50472 118 103825 520044
 50473 118 104022 519871
 50474 118 104016 519548
 50475 118 103968 519157
 50476 118 103824 519144
 50477 118 103850 518879
 50478 118 103846 518387
 50479 118 103846 517887
 50480 118 103846 517387
 50481 118 103846 516887
 50482 118 103846 516387
 50483 118 103846 515887
 50484 118 103846 515482
 50485 118 103949 514663
 50486 118 103859 514373
 50487 118 103846 513887
 50488 118 103846 513387
 50489 118 103846 512887
 50490 118 103846 512387
 50491 118 103846 511887
 50492 118 103846 511387
 50493 118 103846 510887
 50494 118 103846 510387
 50495 118 103846 509887
 50496 118 103847 509422
 50497 118 104119 508891
 50498 118 103848 508308
 50499 118 103846 507887
 50500 118 103846 507387
 50501 118 103846 506887
 50502 118 103846 506387
 50503 118 103846 505887
 50504 118 103846 505387
 50505 118 103846 504887
 50506 118 103846 504387
 50507 118 103846 503887
 50508 118 103847 503405
 50509 118 103648 502976
 50510 118 103718 503093
 50511 118 103844 503097
 50512 118 103763 501788
 50513 118 103785 501504
 50514 82 103626 494279
 50515 17 103843 433371
 50516 17 103846 432887
 50517 17 103850 432382
 50518 17 103931 432025
 50519 14 103986 416799
 50520 14 103852 416379
 50521 14 103846 415887
 50522 14 103846 415387
 50523 14 103863 414894
 50524 14 103693 414325
 50525 14 103945 414429
 50526 14 103804 414031
 50527 14 104027 414026
 50528 192 104403 664958
 50529 192 104283 664631
 50530 192 104279 664137
 50531 192 104279 663637
 50532 192 104279 663137
 50533 192 104279 662637
 50534 192 104279 662137
 50535 192 104279 661637
 50536 192 104279 661137
 50537 192 104279 660637
 50538 192 104279 660137
 50539 192 104279 659637
 50540 192 104279 659137
 50541 192 104279 658637
 50542 192 104279 658137
 50543 192 104279 657637
 50544 192 104279 657137
 50545 192 104279 656637
 50546 192 104279 656137
 50547 192 104279 655637
 50548 192 104279 655137
 50549 192 104279 654637
 50550 192 104279 654137
 50551 192 104279 653637
 50552 192 104279 653137
 50553 192 104279 652637
 50554 192 104279 652137
 50555 192 104279 651637
 50556 192 104279 651137
 50557 192 104279 650637
 50558 192 104279 650137
 50559 192 104279 649637
 50560 192 104279 649137
 50561 192 104279 648637
 50562 192 104279 648137
 50563 192 104279 647637
 50564 192 104279 647137
 50565 192 104279 646637
 50566 192 104279 646137
 50567 192 104279 645637
 50568 192 104279 645137
 50569 192 104279 644637
 50570 192 104279 644137
 50571 192 104279 643637
 50572 192 104279 643137
 50573 192 104279 642637
 50574 192 104279 642137
 50575 192 104279 641637
 50576 192 104279 641137
 50577 192 104279 640637
 50578 192 104279 640137
 50579 192 104279 639637
 50580 192 104279 639137
 50581 192 104279 638637
 50582 192 104279 638137
 50583 192 104279 637637
 50584 192 104279 637137
 50585 192 104279 636637
 50586 192 104279 636137
 50587 192 104279 635637
 50588 192 104279 635137
 50589 192 104279 634637
 50590 192 104279 634137
 50591 192 104279 633637
 50592 192 104279 633137
 50593 192 104279 632637
 50594 192 104279 632137
 50595 192 104279 631637
 50596 192 104279 631137
 50597 192 104279 630637
 50598 192 104279 630137
 50599 192 104279 629637
 50600 192 104279 629137
 50601 192 104279 628637
 50602 192 104279 628137
 50603 192 104279 627637
 50604 192 104279 627137
 50605 192 104279 626637
 50606 192 104279 626137
 50607 192 104279 625637
 50608 192 104279 625137
 50609 192 104279 624637
 50610 192 104279 624137
 50611 192 104279 623637
 50612 192 104279 623137
 50613 192 104279 622637
 50614 192 104211 622241
 50615 119 104525 569586
 50616 119 104415 569087
 50617 119 104329 568618
 50618 119 104279 568137
 50619 119 104279 567637
 50620 119 104279 567137
 50621 119 104279 566637
 50622 119 104279 566137
 50623 119 104279 565637
 50624 119 104279 565137
 50625 119 104279 564637
 50626 119 104279 564137
 50627 119 104279 563637
 50628 119 104279 563137
 50629 119 104279 562637
 50630 119 104279 562137
 50631 119 104279 561637
 50632 119 104279 561137
 50633 119 104279 560637
 50634 119 104279 560137
 50635 119 104279 559637
 50636 119 104279 559137
 50637 119 104279 558637
 50638 119 104279 558137
 50639 119 104279 557637
 50640 119 104279 557137
 50641 119 104279 556637
 50642 119 104279 556137
 50643 119 104279 555637
 50644 119 104279 555137
 50645 119 104279 554637
 50646 119 104279 554137
 50647 119 104279 553637
 50648 119 104279 553137
 50649 119 104279 552637
 50650 119 104279 552137
 50651 119 104279 551637
 50652 119 104279 551137
 50653 119 104279 550637
 50654 119 104279 550137
 50655 119 104279 549637
 50656 119 104279 549137
 50657 119 104279 548637
 50658 119 104279 548137
 50659 119 104279 547637
 50660 119 104279 547137
 50661 119 104279 546637
 50662 119 104279 546137
 50663 119 104279 545637
 50664 119 104279 545137
 50665 119 104279 544637
 50666 119 104279 544137
 50667 119 104279 543637
 50668 119 104279 543137
 50669 119 104279 542637
 50670 119 104279 542137
 50671 119 104279 541637
 50672 119 104279 541137
 50673 119 104279 540637
 50674 119 104279 540137
 50675 119 104279 539637
 50676 119 104279 539137
 50677 119 104279 538637
 50678 119 104279 538137
 50679 119 104279 537637
 50680 119 104279 537137
 50681 119 104279 536637
 50682 119 104279 536137
 50683 119 104279 535637
 50684 119 104279 535137
 50685 119 104279 534637
 50686 119 104279 534137
 50687 119 104279 533637
 50688 119 104279 533137
 50689 119 104279 532637
 50690 119 104279 532137
 50691 119 104279 531637
 50692 119 104279 531137
 50693 119 104279 530637
 50694 119 104279 530137
 50695 119 104279 529637
 50696 119 104279 529137
 50697 119 104279 528637
 50698 119 104279 528137
 50699 119 104279 527637
 50700 119 104271 527138
 50701 119 104237 526645
 50702 119 104209 526143
 50703 138 104539 526127
 50704 119 104189 525651
 50705 138 104513 525609
 50706 119 104166 525149
 50707 138 104459 525098
 50708 119 104147 524659
 50709 138 104413 524610
 50710 119 104116 524167
 50711 138 104378 524127
 50712 119 104084 523713
 50713 119 104073 523523
 50714 138 104341 523627
 50715 119 104015 523145
 50716 119 104054 523235
 50717 138 104311 523132
 50718 138 104293 522637
 50719 138 104284 522137
 50720 138 104279 521637
 50721 118 104286 521085
 50722 138 104256 521313
 50723 118 104279 520637
 50724 118 104318 520183
 50725 118 104142 519979
 50726 118 104045 520097
 50727 118 104137 519702
 50728 118 104368 519600
 50729 118 104289 519126
 50730 118 104279 518637
 50731 118 104279 518137
 50732 118 104279 517637
 50733 118 104279 517137
 50734 118 104279 516637
 50735 118 104279 516137
 50736 118 104279 515637
 50737 118 104279 515330
 50738 118 104300 515004
 50739 118 104246 514645
 50740 118 104179 514152
 50741 118 104268 513623
 50742 118 104279 513137
 50743 118 104279 512637
 50744 118 104279 512137
 50745 118 104279 511637
 50746 118 104279 511137
 50747 118 104279 510637
 50748 118 104279 510137
 50749 118 104279 509637
 50750 118 104296 509140
 50751 118 104308 508634
 50752 118 104253 508142
 50753 118 104279 507637
 50754 118 104279 507137
 50755 118 104279 506637
 50756 118 104279 506137
 50757 118 104278 505639
 50758 118 104258 505122
 50759 118 104279 504637
 50760 118 104279 504137
 50761 118 104248 503670
 50762 118 104120 503332
 50763 17 104390 433402
 50764 17 104178 433444
 50765 17 104279 433136
 50766 17 104279 432637
 50767 17 104279 432138
 50768 17 104223 431848
 50769 14 104442 417516
 50770 14 104316 417112
 50771 14 104279 416637
 50772 14 104279 416137
 50773 14 104279 415637
 50774 14 104279 415137
 50775 14 104279 414637
 50776 14 104275 414166
 50777 192 104826 665233
 50778 192 104713 664886
 50779 192 104712 664387
 50780 192 104712 663887
 50781 192 104712 663387
 50782 192 104712 662887
 50783 192 104712 662387
 50784 192 104712 661887
 50785 192 104712 661387
 50786 192 104712 660887
 50787 192 104712 660387
 50788 192 104712 659887
 50789 192 104712 659387
 50790 192 104712 658887
 50791 192 104712 658387
 50792 192 104712 657887
 50793 192 104712 657387
 50794 192 104712 656887
 50795 192 104712 656387
 50796 192 104712 655887
 50797 192 104712 655387
 50798 192 104712 654887
 50799 192 104712 654387
 50800 192 104712 653887
 50801 192 104712 653387
 50802 192 104712 652887
 50803 192 104712 652387
 50804 192 104712 651887
 50805 192 104712 651387
 50806 192 104712 650887
 50807 192 104712 650387
 50808 192 104712 649887
 50809 192 104712 649387
 50810 192 104712 648887
 50811 192 104712 648387
 50812 192 104712 647887
 50813 192 104712 647387
 50814 192 104712 646887
 50815 192 104712 646387
 50816 192 104712 645887
 50817 192 104712 645387
 50818 192 104712 644887
 50819 192 104712 644387
 50820 192 104712 643887
 50821 192 104712 643387
 50822 192 104712 642887
 50823 192 104712 642387
 50824 192 104712 641887
 50825 192 104712 641387
 50826 192 104712 640887
 50827 192 104712 640387
 50828 192 104712 639887
 50829 192 104712 639387
 50830 192 104712 638887
 50831 192 104712 638387
 50832 192 104712 637887
 50833 192 104712 637387
 50834 192 104712 636887
 50835 192 104712 636387
 50836 192 104712 635887
 50837 192 104712 635387
 50838 192 104712 634887
 50839 192 104712 634387
 50840 192 104712 633887
 50841 192 104712 633387
 50842 192 104712 632887
 50843 192 104712 632387
 50844 192 104712 631887
 50845 192 104712 631387
 50846 192 104712 630887
 50847 192 104712 630387
 50848 192 104712 629887
 50849 192 104712 629387
 50850 192 104712 628887
 50851 192 104712 628387
 50852 192 104712 627887
 50853 192 104712 627387
 50854 192 104712 626887
 50855 192 104712 626387
 50856 192 104712 625887
 50857 192 104712 625387
 50858 192 104712 624887
 50859 192 104712 624387
 50860 192 104712 623887
 50861 192 104712 623387
 50862 192 104712 622887
 50863 192 104633 622506
 50864 119 104876 570314
 50865 119 104779 569859
 50866 119 104713 569387
 50867 119 104712 568887
 50868 119 104712 568387
 50869 119 104712 567887
 50870 119 104712 567387
 50871 119 104712 566887
 50872 119 104712 566387
 50873 119 104712 565887
 50874 119 104712 565387
 50875 119 104712 564887
 50876 119 104712 564387
 50877 119 104712 563887
 50878 119 104712 563387
 50879 119 104712 562887
 50880 119 104712 562387
 50881 119 104712 561887
 50882 119 104712 561387
 50883 119 104712 560887
 50884 119 104712 560387
 50885 119 104712 559887
 50886 119 104712 559387
 50887 119 104712 558887
 50888 119 104712 558387
 50889 119 104712 557887
 50890 119 104712 557387
 50891 119 104712 556887
 50892 119 104712 556387
 50893 119 104712 555887
 50894 119 104712 555387
 50895 119 104712 554887
 50896 119 104712 554387
 50897 119 104712 553887
 50898 119 104712 553387
 50899 119 104712 552887
 50900 119 104712 552387
 50901 119 104712 551887
 50902 119 104712 551387
 50903 119 104712 550887
 50904 119 104712 550387
 50905 119 104712 549887
 50906 119 104712 549387
 50907 119 104712 548887
 50908 119 104712 548387
 50909 119 104712 547887
 50910 119 104712 547387
 50911 119 104712 546887
 50912 119 104712 546387
 50913 119 104712 545887
 50914 119 104712 545387
 50915 119 104712 544887
 50916 119 104712 544387
 50917 119 104712 543887
 50918 119 104712 543387
 50919 119 104712 542887
 50920 119 104712 542387
 50921 119 104712 541887
 50922 119 104712 541387
 50923 119 104712 540887
 50924 119 104712 540387
 50925 119 104712 539887
 50926 119 104712 539387
 50927 119 104712 538887
 50928 119 104712 538387
 50929 119 104712 537887
 50930 119 104712 537387
 50931 119 104712 536887
 50932 119 104712 536387
 50933 119 104712 535887
 50934 119 104712 535387
 50935 119 104712 534887
 50936 119 104712 534387
 50937 119 104712 533887
 50938 119 104712 533387
 50939 119 104712 532887
 50940 119 104712 532387
 50941 119 104712 531887
 50942 119 104712 531387
 50943 119 104712 530887
 50944 119 104712 530387
 50945 119 104712 529887
 50946 119 104708 529387
 50947 119 104677 528894
 50948 3 104957 528360
 50949 119 104625 528400
 50950 3 104891 527844
 50951 119 104577 527912
 50952 3 104889 527456
 50953 119 104523 527434
 50954 119 104613 527637
 50955 119 104522 527233
 50956 119 104455 526906
 50957 138 104775 526711
 50958 138 104747 526380
 50959 138 104727 525886
 50960 138 104713 525407
 50961 138 104712 524887
 50962 138 104712 524387
 50963 138 104712 523887
 50964 138 104712 523387
 50965 138 104712 522887
 50966 138 104712 522387
 50967 138 104712 521887
 50968 118 104735 521240
 50969 138 104701 521463
 50970 118 104712 520887
 50971 118 104712 520387
 50972 118 104714 519884
 50973 118 104712 519387
 50974 118 104712 518887
 50975 118 104712 518387
 50976 118 104712 517887
 50977 118 104712 517387
 50978 118 104712 516887
 50979 118 104712 516387
 50980 118 104712 515887
 50981 118 104689 515427
 50982 118 104499 514845
 50983 118 104590 515130
 50984 118 104813 513650
 50985 118 104561 513657
 50986 118 104692 513391
 50987 118 104711 512884
 50988 118 104556 512261
 50989 118 104690 512538
 50990 118 104756 512150
 50991 118 104711 511884
 50992 118 104635 511402
 50993 118 104711 510885
 50994 118 104712 510387
 50995 118 104712 509887
 50996 118 104712 509387
 50997 118 104712 508887
 50998 118 104468 508412
 50999 118 104728 508596
 51000 118 104473 507833
 51001 118 104755 507691
 51002 118 104684 507395
 51003 118 104712 506887
 51004 118 104712 506387
 51005 118 104712 505887
 51006 118 104791 505482
 51007 118 104685 504846
 51008 118 104939 504956
 51009 118 104698 504389
 51010 118 104653 503945
 51011 17 104662 433278
 51012 17 104712 432887
 51013 17 104712 432387
 51014 17 104712 431989
 51015 14 104796 417808
 51016 14 104712 417387
 51017 14 104712 416887
 51018 14 104712 416387
 51019 14 104712 415887
 51020 14 104712 415387
 51021 14 104712 414887
 51022 14 104712 414387
 51023 14 104678 414087
 51024 192 105241 665501
 51025 192 105145 665137
 51026 192 105145 664637
 51027 192 105145 664137
 51028 192 105145 663637
 51029 192 105145 663137
 51030 192 105145 662637
 51031 192 105145 662137
 51032 192 105145 661637
 51033 192 105145 661137
 51034 192 105145 660637
 51035 192 105145 660137
 51036 192 105145 659637
 51037 192 105145 659137
 51038 192 105145 658637
 51039 192 105145 658137
 51040 192 105145 657637
 51041 192 105145 657137
 51042 192 105145 656637
 51043 192 105145 656137
 51044 192 105145 655637
 51045 192 105145 655137
 51046 192 105145 654637
 51047 192 105145 654137
 51048 192 105145 653637
 51049 192 105145 653137
 51050 192 105145 652637
 51051 192 105145 652137
 51052 192 105145 651637
 51053 192 105145 651137
 51054 192 105145 650637
 51055 192 105145 650137
 51056 192 105145 649637
 51057 192 105145 649137
 51058 192 105145 648637
 51059 192 105145 648137
 51060 192 105145 647637
 51061 192 105145 647137
 51062 192 105145 646637
 51063 192 105145 646137
 51064 192 105145 645637
 51065 192 105145 645137
 51066 192 105145 644637
 51067 192 105145 644137
 51068 192 105145 643637
 51069 192 105145 643137
 51070 192 105145 642637
 51071 192 105145 642137
 51072 192 105145 641637
 51073 192 105145 641137
 51074 192 105145 640637
 51075 192 105145 640137
 51076 192 105145 639637
 51077 192 105145 639137
 51078 192 105145 638637
 51079 192 105145 638137
 51080 192 105145 637637
 51081 192 105145 637137
 51082 192 105145 636637
 51083 192 105145 636137
 51084 192 105145 635637
 51085 192 105145 635137
 51086 192 105145 634637
 51087 192 105145 634137
 51088 192 105145 633637
 51089 192 105145 633137
 51090 192 105145 632637
 51091 192 105145 632137
 51092 192 105145 631637
 51093 192 105145 631137
 51094 192 105145 630637
 51095 192 105145 630137
 51096 192 105145 629637
 51097 192 105145 629137
 51098 192 105145 628637
 51099 192 105145 628137
 51100 192 105145 627637
 51101 192 105145 627137
 51102 192 105145 626637
 51103 192 105145 626137
 51104 192 105145 625637
 51105 192 105145 625137
 51106 192 105145 624637
 51107 192 105145 624137
 51108 192 105145 623637
 51109 192 105145 623137
 51110 192 105054 622771
 51111 119 105375 571553
 51112 119 105260 571087
 51113 119 105168 570626
 51114 119 105145 570137
 51115 119 105145 569637
 51116 119 105145 569137
 51117 119 105145 568637
 51118 119 105145 568137
 51119 119 105145 567637
 51120 119 105145 567137
 51121 119 105145 566637
 51122 119 105145 566137
 51123 119 105145 565637
 51124 119 105145 565137
 51125 119 105145 564637
 51126 119 105145 564137
 51127 119 105145 563637
 51128 119 105145 563137
 51129 119 105145 562637
 51130 119 105145 562137
 51131 119 105145 561637
 51132 119 105145 561137
 51133 119 105145 560637
 51134 119 105145 560137
 51135 119 105145 559637
