1 190 -10893 724690
2 190 -11789 720123
3 190 -13625 716559
4 191 -12679 703413
5 191 -12290 700436
6 191 -12027 695458
7 191 -11751 690473
8 191 -11473 685496
9 191 -11188 680535
10 191 -10885 675621
11 191 -10543 670662
12 191 -10083 665526
13 190 -6444 737142
14 190 -7328 732560
15 190 -8099 727808
16 190 -8758 723288
17 190 -9853 719931
18 191 -8325 702221
19 191 -8304 697887
20 191 -8304 692887
21 191 -8304 687887
22 191 -8304 682887
23 191 -8304 677887
24 191 -8304 672887
25 191 -8221 667893
26 191 -7972 662945
27 191 -7639 657982
28 191 -7675 654994
29 190 -1693 754909
30 190 -2454 749971
31 190 -3117 745178
32 190 -3716 740305
33 190 -3974 735387
34 190 -3974 730387
35 190 -4987 726348
36 191 -4038 703250
37 191 -3974 700387
38 191 -3974 695387
39 191 -3974 690387
40 191 -3974 685387
41 191 -3974 680387
42 191 -3974 675387
43 191 -3974 670387
44 191 -3974 665387
45 191 -3974 660387
46 191 -3947 656007
47 190 2957 772655
48 190 2050 767368
49 190 1369 762644
50 190 731 757769
51 190 357 752887
52 190 356 747887
53 190 356 742887
54 190 356 737887
55 190 41 733157
56 190 -1291 729422
57 191 331 702076
58 191 356 697887
59 191 356 692887
60 191 356 687887
61 191 356 682887
62 191 356 677887
63 191 356 672887
64 191 356 667887
65 191 356 662887
66 191 356 657887
67 191 431 654767
68 159 1788 395449
69 159 1739 393617
70 190 6587 784792
71 190 5898 780094
72 190 5229 775224
73 190 4736 770381
74 190 4686 765387
75 190 4686 760387
76 190 4686 755387
77 190 4686 750387
78 190 4686 745387
79 190 4686 740387
80 190 3854 736202
81 191 4610 703102
82 191 4686 700387
83 191 4686 695387
84 191 4686 690387
85 191 4686 685387
86 191 4686 680387
87 191 4686 675387
88 191 4686 670387
89 191 4686 665387
90 191 4686 660387
91 191 4703 655817
92 159 6076 398315
93 159 4829 395187
94 159 5252 391155
95 190 11196 802308
96 190 10446 797499
97 190 9753 792686
98 190 9181 787844
99 190 9017 782887
100 190 9017 777887
101 190 9017 772887
102 190 9017 767887
103 190 9017 762887
104 190 9017 757887
105 190 9017 752887
106 190 9017 747887
107 190 8836 743046
108 190 7490 739197
109 191 8982 701934
110 191 9017 697887
111 191 9017 692887
112 191 9017 687887
113 191 9017 682887
114 191 9017 677887
115 191 9017 672887
116 191 9017 667887
117 191 9017 662887
118 191 9017 657887
119 191 9083 654534
120 162 10368 401463
121 159 8258 397105
122 162 9920 398644
123 159 9017 392887
124 159 9439 388410
125 159 11165 383841
126 190 15953 820155
127 190 15028 814864
128 190 14334 810143
129 190 13690 805277
130 190 13347 800387
131 190 13347 795387
132 190 13347 790387
133 190 13347 785387
134 190 13347 780387
135 190 13347 775387
136 190 13347 770387
137 190 13347 765387
138 190 13347 760387
139 190 13347 755387
140 190 13347 750387
141 190 12671 746041
142 191 13175 702963
143 191 13347 700387
144 191 13347 695387
145 191 13347 690387
146 191 13347 685387
147 191 13347 680387
148 191 13347 675387
149 191 13347 670387
150 191 13347 665387
151 191 13347 660387
152 191 13357 655652
153 162 14230 404300
154 162 13347 400387
155 159 13114 394093
156 162 13505 396267
157 159 13347 390387
158 159 13347 385387
159 159 13650 381070
160 169 15206 379836
161 188 14704 378110
162 169 14115 377876
163 187 14841 375339
164 188 14673 377099
165 190 19588 832293
166 190 18902 827592
167 190 18231 822719
168 190 17726 817881
169 190 17677 812887
170 190 17677 807887
171 190 17677 802887
172 190 17677 797887
173 190 17677 792887
174 190 17677 787887
175 190 17677 782887
176 190 17677 777887
177 190 17677 772887
178 190 17677 767887
179 190 17677 762887
180 190 17677 757887
181 190 17621 752950
182 190 16337 749049
183 191 17612 701776
184 191 17625 697887
185 191 17586 692888
186 191 17538 687890
187 191 17481 682893
188 191 17424 677894
189 191 17369 672897
190 191 17309 667900
191 191 17245 662902
192 191 17180 657902
193 191 17257 654361
194 162 19208 410811
195 162 18195 407429
196 162 17677 402887
197 162 17675 397888
198 159 17107 392827
199 162 17677 395108
200 169 19331 392307
201 159 16397 388266
202 169 18544 387630
203 159 15584 383578
204 169 17869 382823
205 169 17475 379724
206 188 15028 377977
207 190 22365 834942
208 190 22007 830387
209 190 22007 825387
210 190 22007 820387
211 190 22007 815387
212 190 22007 810387
213 190 22007 805387
214 190 22007 800387
215 190 22007 795387
216 190 22007 790387
217 190 22007 785387
218 190 22007 780387
219 190 22007 775387
220 190 22007 770387
221 190 22007 765387
222 190 22007 760387
223 190 21473 755873
224 190 20530 752740
225 191 19809 700455
226 191 19696 695445
227 191 19583 690434
228 191 19470 685422
229 191 19357 680408
230 191 19271 675398
231 191 19186 670392
232 162 23263 414250
233 162 22028 410359
234 162 22007 405387
235 105 24197 399263
236 162 21932 400503
237 159 19436 394843
238 162 20554 397117
239 169 20291 393622
240 169 21713 390085
241 169 22007 385387
242 169 21503 381457
243 66 23239 372035
244 190 27713 840657
245 190 26530 837631
246 190 26337 832887
247 190 26337 827887
248 190 26337 822887
249 190 26337 817887
250 190 26337 812887
251 190 26337 807887
252 190 26337 802887
253 190 26337 797887
254 190 26337 792887
255 190 26337 787887
256 190 26337 782887
257 190 26337 777887
258 190 26337 772887
259 190 26337 767887
260 190 26335 762890
261 190 25205 758919
262 162 26979 417269
263 162 26337 412887
264 162 26337 407887
265 105 27504 400902
266 162 26268 403006
267 105 25702 399767
268 162 25090 400050
269 169 25331 386908
270 169 26403 383195
271 66 24359 372144
272 190 31961 843490
273 190 30742 840276
274 190 30667 835387
275 190 30667 830387
276 190 30667 825387
277 190 30667 820387
278 190 30667 815387
279 190 30667 810387
280 190 30667 805387
281 190 30667 800387
282 190 30667 795387
283 190 30667 790387
284 190 30667 785387
285 190 30667 780387
286 190 30667 775387
287 190 30667 770387
288 190 30274 765728
289 190 29063 762192
290 162 32080 423626
291 162 30833 420218
292 162 30667 415387
293 162 30667 410387
294 162 30667 405387
295 105 30101 401277
296 156 33229 400389
297 162 30905 402310
298 169 30638 384134
299 169 30899 380739
300 190 36196 846311
301 190 35010 842866
302 190 34997 837887
303 190 34997 832887
304 190 34997 827887
305 190 34997 822887
306 190 34997 817887
307 190 34997 812887
308 190 34997 807887
309 190 34997 802887
310 190 34997 797887
311 190 34997 792887
312 190 34997 787887
313 190 34997 782887
314 190 34997 777887
315 190 34997 772887
316 190 34068 768787
317 162 36074 426389
318 162 35000 422883
319 162 34997 417887
320 85 37332 413092
321 162 34870 412876
322 162 34997 407887
323 105 33117 401230
324 123 37326 403144
